"Location: 51.8992, -2.1288"
"Date: 2023-06-08"
"Model: clear-sky"
"TZ: GMT+1"
"Source: DQYDJ, https://dqydj.com/solar-irradiance-calculator/"

time,ghi_wm2,dni_wm2,dhi_wm2,gti_wm2,air_mass,altitude_deg
2023-06-07T23:00:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-07T23:10:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-07T23:20:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-07T23:30:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-07T23:40:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-07T23:50:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-08T00:00:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-08T00:10:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-08T00:20:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-08T00:30:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-08T00:40:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-08T00:50:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-08T01:00:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-08T01:10:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-08T01:20:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-08T01:30:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-08T01:40:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-08T01:50:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-08T02:00:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-08T02:10:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-08T02:20:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-08T02:30:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-08T02:40:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-08T02:50:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-08T03:00:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-08T03:10:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-08T03:20:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-08T03:30:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-08T03:40:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-08T03:50:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-08T04:00:00.000Z,0.036,9.929,0.000,0.001,34.958,0.210
2023-06-08T04:10:00.000Z,2.594,53.675,1.252,1.070,22.904,1.433
2023-06-08T04:20:00.000Z,14.629,135.448,8.278,6.566,16.293,2.688
2023-06-08T04:30:00.000Z,32.446,234.604,16.197,12.015,12.369,3.972
2023-06-08T04:40:00.000Z,53.275,333.982,22.521,15.657,9.846,5.284
2023-06-08T04:50:00.000Z,75.902,425.507,26.837,17.638,8.116,6.621
2023-06-08T05:00:00.000Z,99.726,506.692,29.349,18.479,6.869,7.984
2023-06-08T05:10:00.000Z,124.409,577.582,30.381,18.630,5.934,9.369
2023-06-08T05:20:00.000Z,149.734,639.167,30.231,18.400,5.210,10.776
2023-06-08T05:30:00.000Z,175.549,692.675,29.144,17.988,4.636,12.202
2023-06-08T05:40:00.000Z,201.739,739.292,27.315,17.512,4.171,13.647
2023-06-08T05:50:00.000Z,228.207,780.065,24.893,17.046,3.787,15.108
2023-06-08T06:00:00.000Z,254.871,815.887,21.997,16.628,3.466,16.584
2023-06-08T06:10:00.000Z,281.657,847.502,18.722,23.505,3.195,18.074
2023-06-08T06:20:00.000Z,308.498,875.528,15.143,59.788,2.962,19.576
2023-06-08T06:30:00.000Z,335.328,900.478,11.322,97.366,2.762,21.089
2023-06-08T06:40:00.000Z,362.087,922.777,7.311,135.889,2.587,22.611
2023-06-08T06:50:00.000Z,388.717,942.780,3.154,175.062,2.434,24.140
2023-06-08T07:00:00.000Z,416.273,960.783,0.000,215.313,2.299,25.675
2023-06-08T07:10:00.000Z,446.818,977.037,0.000,257.935,2.179,27.214
2023-06-08T07:20:00.000Z,477.116,991.751,0.000,300.908,2.072,28.756
2023-06-08T07:30:00.000Z,507.089,1005.105,0.000,344.015,1.977,30.299
2023-06-08T07:40:00.000Z,536.663,1017.250,0.000,387.058,1.891,31.841
2023-06-08T07:50:00.000Z,565.767,1028.317,0.000,429.855,1.813,33.380
2023-06-08T08:00:00.000Z,594.335,1038.420,0.000,472.237,1.744,34.914
2023-06-08T08:10:00.000Z,622.300,1047.654,0.000,514.051,1.680,36.441
2023-06-08T08:20:00.000Z,649.601,1056.103,0.000,555.150,1.623,37.959
2023-06-08T08:30:00.000Z,676.178,1063.842,0.000,595.399,1.571,39.465
2023-06-08T08:40:00.000Z,701.974,1070.933,0.000,634.672,1.523,40.956
2023-06-08T08:50:00.000Z,726.933,1077.432,0.000,672.850,1.480,42.430
2023-06-08T09:00:00.000Z,751.002,1083.389,0.000,709.820,1.441,43.884
2023-06-08T09:10:00.000Z,774.132,1088.847,0.000,745.479,1.405,45.314
2023-06-08T09:20:00.000Z,796.274,1093.843,0.000,779.727,1.372,46.716
2023-06-08T09:30:00.000Z,817.383,1098.411,0.000,812.472,1.342,48.086
2023-06-08T09:40:00.000Z,837.415,1102.580,0.000,843.628,1.315,49.421
2023-06-08T09:50:00.000Z,856.330,1106.378,0.000,873.114,1.291,50.714
2023-06-08T10:00:00.000Z,874.088,1109.826,0.000,900.855,1.269,51.961
2023-06-08T10:10:00.000Z,890.654,1112.945,0.000,926.781,1.249,53.156
2023-06-08T10:20:00.000Z,905.995,1115.754,0.000,950.828,1.231,54.292
2023-06-08T10:30:00.000Z,920.080,1118.267,0.000,972.936,1.215,55.363
2023-06-08T10:40:00.000Z,932.880,1120.498,0.000,993.052,1.200,56.362
2023-06-08T10:50:00.000Z,944.370,1122.461,0.000,1011.128,1.188,57.282
2023-06-08T11:00:00.000Z,954.526,1124.164,0.000,1027.120,1.177,58.114
2023-06-08T11:10:00.000Z,963.329,1125.617,0.000,1040.991,1.168,58.851
2023-06-08T11:20:00.000Z,970.761,1126.828,0.000,1052.707,1.160,59.485
2023-06-08T11:30:00.000Z,976.808,1127.802,0.000,1062.241,1.154,60.010
2023-06-08T11:40:00.000Z,981.456,1128.544,0.000,1069.571,1.149,60.420
2023-06-08T11:50:00.000Z,984.698,1129.058,0.000,1074.680,1.146,60.708
2023-06-08T12:00:00.000Z,986.526,1129.347,0.000,1077.555,1.144,60.872
2023-06-08T12:10:00.000Z,986.938,1129.412,0.000,1078.190,1.144,60.909
2023-06-08T12:20:00.000Z,985.931,1129.253,0.000,1076.584,1.145,60.819
2023-06-08T12:30:00.000Z,983.509,1128.870,0.000,1072.741,1.147,60.602
2023-06-08T12:40:00.000Z,979.676,1128.260,0.000,1066.668,1.151,60.262
2023-06-08T12:50:00.000Z,974.439,1127.422,0.000,1058.382,1.156,59.804
2023-06-08T13:00:00.000Z,967.810,1126.349,0.000,1047.900,1.163,59.232
2023-06-08T13:10:00.000Z,959.802,1125.038,0.000,1035.248,1.171,58.554
2023-06-08T13:20:00.000Z,950.430,1123.481,0.000,1020.455,1.181,57.776
2023-06-08T13:30:00.000Z,939.713,1121.670,0.000,1003.557,1.193,56.906
2023-06-08T13:40:00.000Z,927.672,1119.596,0.000,984.594,1.206,55.953
2023-06-08T13:50:00.000Z,914.333,1117.249,0.000,963.611,1.221,54.923
2023-06-08T14:00:00.000Z,899.721,1114.614,0.000,940.659,1.238,53.824
2023-06-08T14:10:00.000Z,883.866,1111.678,0.000,915.794,1.257,52.662
2023-06-08T14:20:00.000Z,866.800,1108.424,0.000,889.078,1.278,51.445
2023-06-08T14:30:00.000Z,848.558,1104.833,0.000,860.577,1.301,50.178
2023-06-08T14:40:00.000Z,829.176,1100.884,0.000,830.364,1.326,48.868
2023-06-08T14:50:00.000Z,808.695,1096.553,0.000,798.515,1.355,47.518
2023-06-08T15:00:00.000Z,787.155,1091.811,0.000,765.114,1.386,46.134
2023-06-08T15:10:00.000Z,764.603,1086.629,0.000,730.251,1.420,44.720
2023-06-08T15:20:00.000Z,741.083,1080.970,0.000,694.020,1.457,43.281
2023-06-08T15:30:00.000Z,716.645,1074.794,0.000,656.522,1.498,41.819
2023-06-08T15:40:00.000Z,691.342,1068.058,0.000,617.864,1.543,40.337
2023-06-08T15:50:00.000Z,665.225,1060.708,0.000,578.163,1.592,38.840
2023-06-08T16:00:00.000Z,638.352,1052.686,0.000,537.540,1.646,37.330
2023-06-08T16:10:00.000Z,610.781,1043.924,0.000,496.125,1.706,35.809
2023-06-08T16:20:00.000Z,582.572,1034.346,0.000,454.057,1.772,34.279
2023-06-08T16:30:00.000Z,553.790,1023.863,0.000,411.486,1.845,32.744
2023-06-08T16:40:00.000Z,524.499,1012.371,0.000,368.572,1.925,31.204
2023-06-08T16:50:00.000Z,494.769,999.751,0.000,325.488,2.015,29.663
2023-06-08T17:00:00.000Z,464.672,985.865,0.000,282.423,2.115,28.121
2023-06-08T17:10:00.000Z,434.284,970.551,0.000,239.582,2.226,26.581
2023-06-08T17:20:00.000Z,404.332,953.618,0.649,197.573,2.352,25.044
2023-06-08T17:30:00.000Z,377.826,934.842,4.872,158.150,2.494,23.512
2023-06-08T17:40:00.000Z,351.158,913.955,8.971,119.229,2.656,21.987
2023-06-08T17:50:00.000Z,324.386,890.640,12.907,81.075,2.840,20.470
2023-06-08T18:00:00.000Z,297.568,864.516,16.632,44.004,3.053,18.963
2023-06-08T18:10:00.000Z,270.768,835.127,20.092,16.412,3.300,17.467
2023-06-08T18:20:00.000Z,244.051,801.922,23.220,16.790,3.590,15.984
2023-06-08T18:30:00.000Z,217.486,764.236,25.934,17.230,3.934,14.516
2023-06-08T18:40:00.000Z,191.151,721.273,28.130,17.706,4.347,13.063
2023-06-08T18:50:00.000Z,165.133,672.082,29.679,18.166,4.851,11.627
2023-06-08T19:00:00.000Z,139.533,615.562,30.415,18.523,5.479,10.211
2023-06-08T19:10:00.000Z,114.480,550.499,30.127,18.630,6.277,8.814
2023-06-08T19:20:00.000Z,90.147,475.718,28.547,18.249,7.320,7.440
2023-06-08T19:30:00.000Z,66.786,390.493,25.363,17.020,8.730,6.089
2023-06-08T19:40:00.000Z,44.814,295.522,20.271,14.447,10.720,4.764
2023-06-08T19:50:00.000Z,25.006,195.021,13.218,10.068,13.689,3.465
2023-06-08T20:00:00.000Z,9.015,100.281,5.174,4.210,18.440,2.195
2023-06-08T20:10:00.000Z,0.532,31.521,0.007,0.026,26.706,0.955
2023-06-08T20:20:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-08T20:30:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-08T20:40:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-08T20:50:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-08T21:00:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-08T21:10:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-08T21:20:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-08T21:30:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-08T21:40:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-08T21:50:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-08T22:00:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-08T22:10:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-08T22:20:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-08T22:30:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-08T22:40:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-08T22:50:00.000Z,0.000,0.000,0.000,0.000,,0.000
2023-06-08T23:00:00.000Z,0.000,0.000,0.000,0.000,,0.000